0,1,2,3
Breaking Free,High School Musical,2006,rock
Into The Ocean,Blue October,2006,rock
Far Away,Nickelback,2006,rock
Hands Open,Snow Patrol,2006,rock
Do I Make You Proud,Taylor Hicks,2006,rock
Do It For Me Now,Angels And Airwaves,2006,rock
What I've Done,Linkin Park,2007,rock
The Pretender,Foo Fighters,2007,rock
Fake It,Seether,2007,rock
Snow ((Hey Oh)),Red Hot Chili Peppers,2007,rock
From Yesterday,30 Seconds To Mars,2007,rock
Psycho,Puddle of Mudd,2007,rock
Never Too Late,Three Days Grace,2007,rock
Paralyzer,Finger Eleven,2007,rock
Ladies And Gentlemen,Saliva,2007,rock
Long Road to Ruin,Foo Fighters,2007,rock
Breath,Breaking Benjamin,2007,rock
Shadow of the Day,Linkin Park,2007,rock
Icky Thump,The White Stripes,2007,rock
Starlight,Muse,2007,rock
Makes Me Wonder,Maroon 5,2007,rock
Girlfriend,Avril Lavigne,2007,rock
Love Song,Sara Bareilles,2007,rock
Sillyworld,Stone Sour,2007,rock
Face Down,The Red Jumpsuit Apparatus,2007,rock
I Get It,Chevelle,2007,rock
Almost Easy,Avenged Sevenfold,2007,rock
Forever,Papa Roach,2007,rock
Bleed It Out,Linkin Park,2007,rock
The Enemy,Godsmack,2007,rock
Given Up,Linkin Park,2007,rock
I Don't Wanna Stop,Ozzy Osbourne,2007,rock
Hey There Delilah,Plain White T's,2007,rock
Famous Last Words,My Chemical Romance,2007,rock
Survivalism,Nine Inch Nails,2007,rock
It's Not Over,Daughtry,2007,rock
Apologize,OneRepublic,2007,rock
Supermassive Black Hole,Muse,2007,rock
Tarantula,The Smashing Pumpkins,2007,rock
Revelations,Audioslave,2007,rock
How Long,Hinder,2007,rock
Prayer Of The Refugee,Rise Against,2007,rock
Famous,Puddle of Mudd,2007,rock
Gimme More,Britney Spears,2007,rock
Ten Thousand Fists,Disturbed,2007,rock
Empty Walls,Serj Tankian,2007,rock
Level,The Raconteurs,2007,rock
So Hott,Kid Rock,2007,rock
Until the End,Breaking Benjamin,2007,rock
She Builds Quick Machines,Velvet Revolver,2007,rock
"This Ain't A Scene, It's An Arms Race",Fall Out Boy,2007,rock
Ten Ton Brick,Hurt,2007,rock
Piece of Me,Britney Spears,2007,rock
Life Is Beautiful,Sixx: A.M.,2007,rock
Sorry,Buckcherry,2007,rock
Grace Kelly,Mika,2007,rock
Misery Business,Paramore,2007,rock
Stop and Stare,OneRepublic,2007,rock
Home,Daughtry,2007,rock
Becoming the Bull,Atreyu,2007,rock
Thrash Unreal,Against Me!,2007,rock
Crushcrushcrush,Paramore,2007,rock
Well Enough Alone,Chevelle,2007,rock
Never Again,Kelly Clarkson,2007,rock
Dig,Incubus,2007,rock
Straight Lines,Silverchair,2007,rock
Made Of Scars,Stone Sour,2007,rock
Rise Today,Alter Bridge,2007,rock
All These Things I Hate (Revolve Around Me),Bullet For My Valentine,2007,rock
Amen,Kid Rock,2007,rock
The Good Left Undone,Rise Against,2007,rock
Hard Sun,Eddie Vedder,2007,rock
Not Going Away,Ozzy Osbourne,2007,rock
Riot,Three Days Grace,2007,rock
Believe,The Bravery,2007,rock
Evolution,Korn,2007,rock
Breathe Into Me,Red,2007,rock
Phantom Limb,The Shins,2007,rock
Homecoming Queen,Hinder,2007,rock
About You Now,Sugababes,2007,rock
The Last Fight,Velvet Revolver,2007,rock
All Around Me,Flyleaf,2007,rock
Dull Boy,Mudvayne,2007,rock
The Missing Frame,AFI,2007,rock
Politics,Korn,2007,rock
Dance Of The Manatee,Fair To Midland,2007,rock
Stiff Kittens,Blaqk Audio,2007,rock
Shine,Take That,2007,rock
When You're Gone,Avril Lavigne,2007,rock
Far Behind,Social Distortion,2007,rock
The Running Free,Coheed And Cambria,2007,rock
Hold On,Korn,2007,rock
You Wouldn't Know,HellYeah,2007,rock
If I Had Eyes,Jack Johnson,2007,rock
Everything,Buckcherry,2007,rock
The War,Angels And Airwaves,2007,rock
Soldiers,Drowning Pool,2007,rock
What Time Is It?,High School Musical 2,2007,rock
My Curse,Killswitch Engage,2007,rock
Big Casino,Jimmy Eat World,2007,rock
Island (Float Away),The Starting Line,2007,rock
Scream Aim Fire,Bullet for My Valentine,2007,rock
Liar (It Takes One To Know One),Taking Back Sunday,2007,rock
Drown You Out,Crossfade,2007,rock
The Ecstasy Of Gold,Metallica,2007,rock
Far Cry,Rush,2007,rock
Use Somebody,Kings of Leon,2008,rock
Psycho,Puddle Of Mudd,2008,rock
Inside the Fire,Disturbed,2008,rock
Second Chance,Shinedown,2008,rock
Long Road To Ruin,Foo Fighters,2008,rock
Sex on Fire,Kings of Leon,2008,rock
"You're Gonna Go Far, Kid",The Offspring,2008,rock
The Day That Never Comes,Metallica,2008,rock
Viva La Vida,Coldplay,2008,rock
Pork and Beans,Weezer,2008,rock
It's Not My Time,3 Doors Down,2008,rock
Shadow Of The Day,Linkin Park,2008,rock
Almost Easy,Avenged Sevenfold,2008,rock
Let It Die,Foo Fighters,2008,rock
Believe,Staind,2008,rock
Cyanide,Metallica,2008,rock
Womanizer,Britney Spears,2008,rock
Believe,The Bravery,2008,rock
Something in Your Mouth,Nickelback,2008,rock
I Get It,Chevelle,2008,rock
Hot n Cold,Katy Perry,2008,rock
Given Up,Linkin Park,2008,rock
Crushcrushcrush,Paramore,2008,rock
Rise Above This,Seether,2008,rock
Devour,Shinedown,2008,rock
Bad Girlfriend,Theory of a Deadman,2008,rock
Chinese Democracy,Guns N' Roses,2008,rock
Indestructible,Disturbed,2008,rock
The Good Left Undone,Rise Against,2008,rock
Breakdown,Seether,2008,rock
Ten Ton Brick,Hurt,2008,rock
Until The End,Breaking Benjamin,2008,rock
Let It Rock,Kevin Rudolf,2008,rock
Addicted,Saving Abel,2008,rock
Ain't No Rest for the Wicked,Cage the Elephant,2008,rock
I'm Not Jesus,Apocalyptica featuring Corey Taylor,2008,rock
Do What You Do,Mudvayne,2008,rock
If I Had Eyes,Jack Johnson,2008,rock
Gives You Hell,The All-American Rejects,2008,rock
Down And Out,Tantric,2008,rock
Love Me Dead,Ludo,2008,rock
Broken Again,Another Animal,2008,rock
Hammerhead,The Offspring,2008,rock
Bodysnatchers,Radiohead,2008,rock
The Bleeding,Five Finger Death Punch,2008,rock
Rock 'N Roll Train,AC/DC,2008,rock
Well Thought Out Twinkles,Silversun Pickups,2008,rock
Circus,Britney Spears,2008,rock
Hold On,Korn,2008,rock
Falling Down,Atreyu,2008,rock
Lost!,Coldplay,2008,rock
Undead,Hollywood Undead,2008,rock
Decode,Paramore,2008,rock
Train,3 Doors Down,2008,rock
Shake It,Metro Station,2008,rock
Amen,Kid Rock,2008,rock
Sittin' At A Bar (Bartender Song),Rehab,2008,rock
G.L.O.W.,The Smashing Pumpkins,2008,rock
Re-Education (Through Labor),Rise Against,2008,rock
You Found Me,The Fray,2008,rock
I Don't Care,Apocalyptica featuring Adam Gontier,2008,rock
Riot,Three Days Grace,2008,rock
Paper Planes,M.I.A.,2008,rock
Bartender Song,Rehab,2008,rock
So Happy,Theory of a Deadman,2008,rock
The Fad,Chevelle,2008,rock
Help Me,Alkaline Trio,2008,rock
In This City,Iglu & Hartly,2008,rock
Family Reunion,Saliva,2008,rock
Troublemaker,Weezer,2008,rock
What About Now,Daughtry,2008,rock
Use Me,Hinder,2008,rock
Handlebars,Flobots,2008,rock
Kids,MGMT,2008,rock
They Say,Scars On Broadway,2008,rock
"Too Much, Too Young, Too Fast",Airbourne,2008,rock
Issues,The Saturdays,2008,rock
37 Stitches,Drowning Pool,2008,rock
Scream Aim Fire,Bullet For My Valentine,2008,rock
Human,The Killers,2008,rock
The Time of My Life,David Cook,2008,rock
Slow Burn,Atreyu,2008,rock
Spaceman,The Killers,2008,rock
Salute Your Solution,The Raconteurs,2008,rock
I'm Not Over,Carolina Liar,2008,rock
Gotta Be Somebody,Nickelback,2008,rock
Two Weeks,All That Remains,2008,rock
Hell Yeah,Rev Theory,2008,rock
Untouched,The Veronicas,2008,rock
Blind Man,Black Stone Cherry,2008,rock
Burnin' Up,Jonas Brothers,2008,rock
Shadowplay,The Killers,2008,rock
Broken Strings,James Morrison,2008,rock
Prodigal Son,Sevendust,2008,rock
Beautiful,10 Years,2008,rock
Gamma Ray,Beck,2008,rock
Black Rain,Ozzy Osbourne,2008,rock
Watch Over You,Alter Bridge,2008,rock
Hallelujah,Jeff Buckley,2008,rock
Enemy,Drowning Pool,2008,rock
New Divide,Linkin Park,2009,rock
Boom Boom Pow,The Black Eyed Peas,2009,rock
I Gotta Feeling,The Black Eyed Peas,2009,rock
Something In Your Mouth,Nickelback,2009,rock
Uprising,Muse,2009,rock
Check My Brain,Alice in Chains,2009,rock
Use Somebody,Kings Of Leon,2009,rock
Know Your Enemy,Green Day,2009,rock
Sound Of Madness,Shinedown,2009,rock
Break,Three Days Grace,2009,rock
Cyanide,Metallica,2009,rock
Kings and Queens,30 Seconds to Mars,2009,rock
(If You're Wondering If I Want You To) I Want You To,Weezer,2009,rock
Back Against the Wall,Cage the Elephant,2009,rock
Indestructible,Disturbed,2009,rock
I Will Not Bow,Breaking Benjamin,2009,rock
"Hey, Soul Sister",Train,2009,rock
Do What You Do,Mudvayne,2009,rock
Ain't No Rest For The Wicked,Cage The Elephant,2009,rock
If You Only Knew,Shinedown,2009,rock
Lifeline,Papa Roach,2009,rock
Brother,Pearl Jam,2009,rock
Whiskey Hangover,Godsmack,2009,rock
Jars,Chevelle,2009,rock
Resistance,Muse,2009,rock
Dead Memories,Slipknot,2009,rock
1901,Phoenix,2009,rock
Love Hurts,Incubus,2009,rock
21 Guns,Green Day,2009,rock
Hey You,311,2009,rock
Breakdown,Seether,2009,rock
Overcome,Creed,2009,rock
37 Stitches,Drowning Pool,2009,rock
Wheels,Foo Fighters,2009,rock
Decode,Paramore,2009,rock
You're Going Down,Sick Puppies,2009,rock
Invincible,Adelitas Way,2009,rock
Champagne,Cavo,2009,rock
Sweet Disposition,The Temper Trap,2009,rock
I Get Off,Halestorm,2009,rock
The Fixer,Pearl Jam,2009,rock
Scarlet Letters,Mudvayne,2009,rock
Meet Me Halfway,The Black Eyed Peas,2009,rock
Medicate,AFI,2009,rock
Panic Switch,Silversun Pickups,2009,rock
Feel Good Drag,Anberlin,2009,rock
Dirt Room,Blue October,2009,rock
Waking Up in Vegas,Katy Perry,2009,rock
Notion,Kings of Leon,2009,rock
"Kristy, Are You Doing OK?",The Offspring,2009,rock
The Night,Disturbed,2009,rock
100 In A 55,Pop Evil,2009,rock
I've Got Friends,Manchester Orchestra,2009,rock
Hard To See,Five Finger Death Punch,2009,rock
Kids,MGMT,2009,rock
Falling Down,Oasis,2009,rock
Two Weeks,All That Remains,2009,rock
Scream,Avenged Sevenfold,2009,rock
All Nightmare Long,Metallica,2009,rock
Seasons,The Veer Union,2009,rock
Undead,Hollywood Undead,2009,rock
Big Jack,AC/DC,2009,rock
Sink Into Me,Taking Back Sunday,2009,rock
Rescue Me,Buckcherry,2009,rock
Crawl Back In,Dead By Sunrise,2009,rock
A Looking In View,Alice In Chains,2009,rock
Thinking of You,Katy Perry,2009,rock
Savior,Rise Against,2009,rock
Far From Over,Rev Theory,2009,rock
Drowning (Face Down),Saving Abel,2009,rock
"Broken, Beat & Scarred",Metallica,2009,rock
Get on Your Boots,U2,2009,rock
Stranger Than Fiction,Five Finger Death Punch,2009,rock
By The Way,Theory Of A Deadman,2009,rock
It's Alright,311,2009,rock
Help I'm Alive,Metric,2009,rock
Fly on the Wall,Miley Cyrus,2009,rock
Talk To Me,Buckcherry,2009,rock
Never Say Never,The Fray,2009,rock
You Better Pray,The Red Jumpsuit Apparatus,2009,rock
Sometime Around Midnight,The Airborne Toxic Event,2009,rock
Contagious,Trapt,2009,rock
18 Days,Saving Abel,2009,rock
Sulfer,Slipknot,2009,rock
Zero,Yeah Yeah Yeahs,2009,rock
If U Seek Amy,Britney Spears,2009,rock
She's A Genius,Jet,2009,rock
Better,Guns N' Roses,2009,rock
Citizen/Soldier,3 Doors Down,2009,rock
Alive,The Black Eyed Peas,2009,rock
Audience of One,Rise Against,2009,rock
Work,The Saturdays,2009,rock
Storm To Pass,Atreyu,2009,rock
Permanent,David Cook,2009,rock
All I Want,Staind,2009,rock
Revelry,Kings of Leon,2009,rock
I Almost Told You That I Loved You,Papa Roach,2009,rock
Not Meant to Be,Theory of a Deadman,2009,rock
Desolation Row,My Chemical Romance,2009,rock
Ignorance,Paramore,2009,rock
The Sex Is Good,Saving Abel,2010,rock
Another Way to Die,Disturbed,2010,rock
Resistance,Muse,2010,rock
Waiting for the End,Linkin Park,2010,rock
Lay Me Down,The Dirty Heads,2010,rock
Kings And Queens,Thirty Seconds To Mars,2010,rock
Tighten Up,The Black Keys,2010,rock
Porn Star Dancing,My Darkest Days,2010,rock
1901,Phoenix,2010,rock
The Catalyst,Linkin Park,2010,rock
Say You'll Haunt Me,Stone Sour,2010,rock
Back Against The Wall,Cage The Elephant,2010,rock
Radioactive,Kings of Leon,2010,rock
Cryin' Like A Bitch!,Godsmack,2010,rock
Your Decision,Alice in Chains,2010,rock
If You Only Knew,Shinedown,2010,rock
Snuff,Slipknot,2010,rock
Animal,Neon Trees,2010,rock
Bad Company,Five Finger Death Punch,2010,rock
Love-Hate-Sex-Pain,Godsmack,2010,rock
Mountain Man,Crash Kings,2010,rock
Kick In The Teeth,Papa Roach,2010,rock
The Animal,Disturbed,2010,rock
In One Ear,Cage the Elephant,2010,rock
World So Cold,Three Days Grace,2010,rock
My Best Theory,Jimmy Eat World,2010,rock
The Good Life,Three Days Grace,2010,rock
Scream With Me,Mudvayne,2010,rock
Nightmare,Avenged Sevenfold,2010,rock
Rock That Body,The Black Eyed Peas,2010,rock
This Is War,30 Seconds to Mars,2010,rock
Letter From A Thief,Chevelle,2010,rock
Heaven nor Hell,Volbeat,2010,rock
Lisztomania,Phoenix,2010,rock
Fallen,Volbeat,2010,rock
Monster,Skillet,2010,rock
Let Me Hear You Scream,Ozzy Osbourne,2010,rock
Undisclosed Desires,Muse,2010,rock
Between the Lines,Stone Temple Pilots,2010,rock
Feel Like I Do,Drowning Pool,2010,rock
Sick Of You,Cake,2010,rock
Lesson Learned,Alice In Chains,2010,rock
This Afternoon,Nickelback,2010,rock
Little Lion Man,Mumford & Sons,2010,rock
End Of Me,Apocalyptica Feat. Gavin Rossdale,2010,rock
The Crow & the Butterfly,Shinedown,2010,rock
Impossible,Anberlin,2010,rock
Set the Fire to the Third Bar,Snow Patrol & Martha Wainwright,2010,rock
Your Betrayal,Bullet For My Valentine,2010,rock
Again,Flyleaf,2010,rock
All or Nothing,Theory of a Deadman,2010,rock
The Royal We,Silversun Pickups,2010,rock
Broken Strings,James Morrison,2010,rock
Hell Of A Time,HellYeah,2010,rock
Maybe,Sick Puppies,2010,rock
She's So Lovely,Scouting for Girls,2010,rock
Crash,Cavo,2010,rock
This Is the Life,Amy Macdonald,2010,rock
Odd One,Sick Puppies,2010,rock
I Kissed a Girl,Katy Perry,2010,rock
Shoot It Out,10 Years,2010,rock
Just Breathe,Pearl Jam,2010,rock
Don't Look Back into the Sun,The Libertines,2010,rock
Give Me A Sign (Forever And Ever),Breaking Benjamin,2010,rock
A-Punk,Vampire Weekend,2010,rock
Crossfire,Brandon Flowers,2010,rock
Heartbeat,Scouting for Girls,2010,rock
Spaceship,Puddle Of Mudd,2010,rock
Stoned,Puddle Of Mudd,2010,rock
Can't Stand Me Now,The Libertines,2010,rock
Walk Away,Five Finger Death Punch,2010,rock
Waking Up in Vegas,Katy Perry,2010,rock
The Sound (John M. Perkins' Blues),Switchfoot,2010,rock
Closer,Kings of Leon,2010,rock
Letters From The Sky,Civil Twilight,2010,rock
Unraveling,Sevendust,2010,rock
Turn So Cold,Drowning Pool,2010,rock
It's Not You,Halestorm,2010,rock
Sweet Disposition,The Temper Trap,2010,rock
Brick By Boring Brick,Paramore,2010,rock
Lights Out,Breaking Benjamin,2010,rock
The High Road,Broken Bells,2010,rock
Diamond Eyes,Deftones,2010,rock
Living In A Dream,Finger Eleven,2010,rock
New Fang,Them Crooked Vultures,2010,rock
Oildale (Leave Me Alone),Korn,2010,rock
Black Rain,Soundgarden,2010,rock
Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,2010,rock
Shakin' Hands,Nickelback,2010,rock
Life Won't Wait,Ozzy Osbourne,2010,rock
Mess Of Me,Switchfoot,2010,rock
Born Free,Kid Rock,2010,rock
Neutron Star Collision (Love Is Forever),Muse,2010,rock
Hero,Skillet,2010,rock
You And Your Heart,Jack Johnson,2010,rock
Little Smirk,Theory Of A Deadman,2010,rock
Gold Guns Girls,Metric,2010,rock
Sound Off,Trapt,2010,rock
I Was A Teenage Anarchist,Against Me!,2010,rock
Ready To Start,Arcade Fire,2010,rock
Rose Garden,Lynn Anderson,1970,country
There Goes My Everything,Elvis Presley,1970,country
Watching Scotty Grow,Bobby Goldsboro,1970,country
Tennessee Bird Walk,Jack Blanchard & Misty Morgan,1970,country
Hello Darlin',Conway Twitty,1970,country
For The Good Times,Ray Price,1970,country
Honey Come Back,Glen Campbell,1970,country
I Really Don't Want to Know,Elvis Presley,1970,country
It's Just A Matter Of Time,Sonny James,1970,country
A Week In A Country Jail,Tom T. Hall,1970,country
Sunday Morning Coming Down,Johnny Cash,1970,country
Is Anybody Goin' To San Antone,Charley Pride,1970,country
The Fightin' Side of Me,Merle Haggard,1970,country
He Loves Me All The Way,Tammy Wynette,1970,country
Endlessly,Sonny James,1970,country
I Can't Believe That You've Stopped Loving Me,Charley Pride,1970,country
It's Only Make Believe,Glen Campbell,1970,country
The Next Step Is Love,Elvis Presley,1970,country
Wonder Could I Live There Anymore,Charley Pride,1970,country
"Baby, Baby (I Know You're A Lady)",David Houston,1970,country
Don't Keep Me Hangin' On,Sonny James,1970,country
"My Woman, My Woman, My Wife",Marty Robbins,1970,country
My Love,Sonny James,1970,country
"Run, Woman, Run",Tammy Wynette,1970,country
Flesh and Blood,Johnny Cash,1970,country
The Kansas City Song,Buck Owens & The Buckaroos,1970,country
What Is Truth?,Johnny Cash,1970,country
If I Were A Carpenter,Johnny Cash & June Carter,1970,country
Wish I Didn't Have To Miss You,Jack Greene & Jeannie Seely,1970,country
Fifteen Years Ago,Conway Twitty,1970,country
Coal Miner's Daughter,Loretta Lynn,1970,country
One Minute Past Eternity,Jerry Lee Lewis,1970,country
There Must Be More To Love Than This,Jerry Lee Lewis,1970,country
All For The Love Of Sunshine,Hank Williams Jr. with The Mike Curb Congregation,1970,country
If It's All The Same To You,Bill Anderson & Jan Howard,1970,country
The Pool Shark,Dave Dudley,1970,country
I'll See Him Through,Tammy Wynette,1970,country
Morning,Jim Ed Brown,1970,country
Everything A Man Could Ever Need,Glen Campbell,1970,country
Angels Don't Lie,Jim Reeves,1970,country
I Can't Be Myself,Merle Haggard,1970,country
She's A Little Bit Country,George Hamilton IV,1970,country
Grazin' in Greener Pastures,Ray Price,1970,country
I Do My Swinging At Home,David Houston,1970,country
Humphrey The Camel,Jack Blanchard & Misty Morgan,1970,country
"Jesus, Take a Hold",Merle Haggard,1970,country
When A Man Loves A Woman (The Way That I Love You),Billy Walker,1970,country
Six White Horses,Tommy Cash,1970,country
Mule Skinner Blues (Blue Yodel No. 8),Dolly Parton,1970,country
That's When She Started To Stop Loving You,Conway Twitty,1970,country
Brown Eyed Handsome Man,Waylon Jennings,1970,country
Welfare Cadillac,Guy Drake,1970,country
Heart Over Mind,Mel Tillis,1970,country
How I Got To Memphis,Bobby Bare,1970,country
She Goes Walking Through My Mind,Billy Walker,1970,country
Snowbird,Anne Murray,1970,country
The Taker,Waylon Jennings,1970,country
I Know How,Loretta Lynn,1970,country
Someday We'll Be Together,Bill Anderson and Jan Howard,1970,country
Thank God And Greyhound,Roy Clark,1970,country
If I Ever Fall In Love (With A Honky Tonk Girl),Faron Young,1970,country
The Wonders You Perform,Tammy Wynette,1970,country
I Never Picked Cotton,Roy Clark,1970,country
Where Have All Our Heroes Gone,Bill Anderson,1970,country
Sidewalks of Chicago,Merle Haggard,1970,country
Heaven Everyday,Mel Tillis,1970,country
All I Have To Do Is Dream,Bobbie Gentry & Glen Campbell,1970,country
Love Is a Sometimes Thing,Bill Anderson,1970,country
Long Long Texas Road,Roy Drusky,1970,country
She's Mine,George Jones,1970,country
Goin' Steady,Faron Young,1970,country
I Never Once Stopped Loving You,Connie Smith,1970,country
Wonders Of The Wine,David Houston,1970,country
Nobody's Fool,Jim Reeves,1970,country
After Closing Time,Barbara Mandrell & David Houston,1970,country
Occasional Wife,Faron Young,1970,country
Country Girl,Jeannie C. Riley,1970,country
Sing High - Sing Low,Anne Murray,1970,country
You Wanna Give Me A Lift,Loretta Lynn,1970,country
Jolie Girl,Marty Robbins,1970,country
Daddy Was an Old Time Preacher Man,Porter Wagoner and Dolly Parton,1970,country
I Can't Seem To Say Goodbye,Jerry Lee Lewis,1970,country
There's A Story (Goin' 'Round),Dottie West & Don Gibson,1970,country
Stay There 'Til I Get There,Lynn Anderson,1970,country
Take A Letter Maria,Anthony Armstrong Jones,1970,country
Rise And Shine,Tommy Cash,1970,country
I Wouldn't Live in New York City (If They Gave Me the Whole Dang Town),Buck Owens,1970,country
Tomorrow Is Forever,Porter Wagoner & Dolly Parton,1970,country
Shoeshine Man,Tom T. Hall,1970,country
I'm A Lover (Not A Fighter),Skeeter Davis,1970,country
You Wouldn't Know Love,Ray Price,1970,country
The Great White Horse,Buck Owens & Susan Raye,1970,country
Salute To A Switchblade,Tom T. Hall,1970,country
One Song Away,Tommy Cash,1970,country
Then He Touched Me,Jean Shepard,1970,country
"Thinking 'Bout You, Babe",Billy Walker,1970,country
Street Singer,Merle Haggard,1970,country
Commercial Affection,Mel Tillis,1970,country
All My Hard Times,Roy Drusky,1970,country
Biloxi,Kenny Price,1970,country
"When You're Hot, You're Hot",Jerry Reed,1971,country
Kiss An Angel Good Mornin',Charley Pride,1971,country
Help Me Make It Through The Night,Sammi Smith,1971,country
Easy Loving,Freddie Hart,1971,country
I Won't Mention It Again,Ray Price,1971,country
The Year That Clayton Delaney Died,Tom T. Hall,1971,country
You're My Man,Lynn Anderson,1971,country
Empty Arms,Sonny James,1971,country
How Can I Unlove You,Lynn Anderson,1971,country
I'm Just Me,Charley Pride,1971,country
Turn Your Radio On,Ray Stevens,1971,country
I'd Rather Love You,Charley Pride,1971,country
Carolyn,Merle Haggard,1971,country
After The Fire Is Gone,Conway Twitty & Loretta Lynn,1971,country
"Bright Lights, Big City",Sonny James,1971,country
Flesh And Blood,Johnny Cash,1971,country
How Much More Can She Stand,Conway Twitty,1971,country
Good Lovin' (Makes It Right),Tammy Wynette,1971,country
Joshua,Dolly Parton,1971,country
Daddy Frank (The Guitar Man),Merle Haggard,1971,country
Man In Black,Johnny Cash,1971,country
Rollin' In My Sweet Baby's Arms,Buck Owens & The Buckaroos,1971,country
Here Comes Honey Again,Sonny James,1971,country
Lead Me On,Loretta Lynn & Conway Twitty,1971,country
We Sure Can Love Each Other,Tammy Wynette,1971,country
She's All I Got,Johnny Paycheck,1971,country
Just One Time,Connie Smith,1971,country
Someday We'll Look Back,Merle Haggard,1971,country
He's So Fine,Jody Miller,1971,country
A Good Year For The Roses,George Jones,1971,country
A Woman Always Knows,David Houston,1971,country
"Oh, Singer",Jeannie C. Riley,1971,country
Would You Take Another Chance on Me,Jerry Lee Lewis,1971,country
Soldier's Last Letter,Merle Haggard,1971,country
I Wanna Be Free,Loretta Lynn,1971,country
Ruby (Are You Mad),Buck Owens,1971,country
Rainin' In My Heart,Hank Williams Jr. with The Mike Curb Congregation,1971,country
Knock Three Times,Billy Crash Craddock,1971,country
Indian Lake,Freddy Weller,1971,country
Baby I'm Yours,Jody Miller,1971,country
Dream Baby (How Long Must I Dream),Glen Campbell,1971,country
The Promised Land,Freddy Weller,1971,country
Quits,Bill Anderson,1971,country
Touching Home,Jerry Lee Lewis,1971,country
Coat Of Many Colors,Dolly Parton,1971,country
I Wonder What She'll Think About Me Leaving,Conway Twitty,1971,country
I'm Gonna Keep On Keep On Lovin' You,Billy Walker,1971,country
The Arms of a Fool,Mel Tillis,1971,country
The Wonders You Perform,Tammy Wynette,1971,country
Gwen (Congratulations),Tommy Overstreet,1971,country
Dis-Satisfied,Bill Anderson and Jan Howard,1971,country
Padre,Marty Robbins,1971,country
You're Lookin' At Country,Loretta Lynn,1971,country
Bed Of Rose's,The Statler Brothers,1971,country
L.A. International Airport,Susan Raye,1971,country
I Don't Know You (Anymore),Tommy Overstreet,1971,country
Another Night Of Love,Freddy Weller,1971,country
Always Remember,Bill Anderson,1971,country
I've Got A Right To Cry,Hank Williams Jr.,1971,country
Country Green,Don Gibson,1971,country
Dream Lover,Billy Crash Craddock,1971,country
Good Enough To Be Your Wife,Jeannie C. Riley,1971,country
Come Sundown,Bobby Bare,1971,country
Ko-Ko Joe,Jerry Reed,1971,country
Watching Scotty Grow,Bobby Goldsboro,1971,country
"Pitty, Pitty, Patter",Susan Raye,1971,country
Something Beautiful (To Remember),Slim Whitman,1971,country
Step Aside,Faron Young,1971,country
The Chair,Marty Robbins,1971,country
Guess Who,Slim Whitman,1971,country
Rings,Tompall & The Glaser Brothers,1971,country
Better Move It on Home,Porter Wagoner and Dolly Parton,1971,country
Right Won't Touch A Hand,George Jones,1971,country
Take My Hand,Mel Tillis and Sherry Bryce,1971,country
The Sheriff Of Boone County,Kenny Price,1971,country
Me And You And A Dog Named Boo,Stonewall Jackson,1971,country
Then You Walk In,Sammi Smith,1971,country
Comin' Down,Dave Dudley,1971,country
Fly Away Again,Dave Dudley,1971,country
Brand New Mister Me,Mel Tillis,1971,country
Bridge Over Troubled Water,Buck Owens,1971,country
There Goes My Everything,Elvis Presley,1971,country
Please Don't Tell Me How The Story Ends,Bobby Bare,1971,country
Leavin' And Sayin' Goodbye,Faron Young,1971,country
Early Morning Sunshine,Marty Robbins,1971,country
You Better Move On,"Billy ""Crash"" Craddock",1971,country
The Philadelphia Fillies,Del Reeves,1971,country
Nashville,David Houston,1971,country
Living and Learning,Mel Tillis and Sherry Bryce,1971,country
She Wakes Me With A Kiss Every Morning (And She Loves Me To Sleep Every Night),Nat Stuckey,1971,country
When He Walks On You (Like You Have Walked On Me),Jerry Lee Lewis,1971,country
Maiden's Prayer,David Houston,1971,country
Sometimes You Just Can't Win,George Jones,1971,country
Willy Jones,Susan Raye,1971,country
The Last Time I Saw Her,Glen Campbell,1971,country
Angel's Sunday,Jim Ed Brown,1971,country
Tomorrow Night In Baltimore,Roger Miller,1971,country
Saturday Morning Confusion,Bobby Russell,1971,country
Waiting For A Train (All Around The Watertank),Jerry Lee Lewis,1971,country
Where Is My Castle,Connie Smith,1971,country
Carolyn,Merle Haggard and The Strangers,1972,country
The Happiest Girl In The Whole U.S.A.,Donna Fargo,1972,country
Chantilly Lace,Jerry Lee Lewis,1972,country
Funny Face,Donna Fargo,1972,country
It's Four In The Morning,Faron Young,1972,country
She's Got To Be A Saint,Ray Price,1972,country
Separate Ways,Elvis Presley,1972,country
If You Leave Me Tonight I'll Cry,Jerry Wallace,1972,country
Jambalaya (On the Bayou),John Fogerty,1972,country
It's Gonna Take A Little Bit Longer,Charley Pride,1972,country
Always On My Mind,Elvis Presley,1972,country
My Hang-Up Is You,Freddie Hart,1972,country
She's Too Good To Be True,Charley Pride,1972,country
Would You Take Another Chance On Me,Jerry Lee Lewis,1972,country
When The Snow Is On The Roses,Sonny James,1972,country
One's On The Way,Loretta Lynn,1972,country
Bedtime Story,Tammy Wynette,1972,country
Got the All Overs for You (All Over Me),Freddie Hart,1972,country
Woman (Sensuous Woman),Don Gibson,1972,country
(Lost Her Love) On Our Last Date,Conway Twitty,1972,country
A Thing Called Love,Johnny Cash,1972,country
